document_id,clean_text,sentiment
doc_0271,eagerli wait anticip movi disappoint visual sonic stun great pace fact fremen harkonnen spoken languag use dialogu increas immers fan book fundamentalist approach sourc materi might struggl bit deviat perfectli understand chang make sure becam stori capabl captur film definit struggl part howev honor sourc amaz ride experi tri constantli link event time book sit back amaz take dune unfold,positive
doc_0272,dune epic grandios blockbust master filmmak obvious visual sound effect music overwhelm posit way experi realli hate admit like villeneuv previou older movi much better prison exampl nailbit ten thriller grab throat start let go arriv sicario thing realiz felt connect invest main charact emot scene felt emot connect chani jealou princess irulan paul ask irulan hand guess challeng make film adapt epic proport seem almost time real charact develop,neutral
doc_0273,realli look forward see disappoint complet read book know project jodorowski saw version david lynch know dune version nice idea cinematographi noth timothe chalamet complet let exactli two facial express boyish somehow stupid smile fit willi wonka paul atreid anoth look freez disappoint puppi enough scene wre desper wait act compens massiv allway sound score yawn anoth let new version feyd rautha like sting much convinc madman austin butler trei hard act one plot hole illog scene fremen hide sand attack harvest face face combat destroy laser canon long distanc first assault risk life stooooopid even zendaya xavier bardem worth watch pathet attempt make scifi movi rather return david lynch book,neutral
doc_0274,even frank herbert fan thought one best film ever seen stori incred blown away everi aspect film sheer scale world live incred well display screen part everi actor actress absolut kill perform kind felt like part blow giant bubbl part two bubbl pop mean everyth come togeth nice second part deni villenuev clearli passion movi show definit see theatr probabl best movi ever seen,positive
doc_0275,dune cinemat masterpiec captiv mesmer music immers sound design creat atmospher experi transport viewer anoth world cinematographi breathtak captur vast beauti desert landscap stori thrill keep audienc edg seat start finish wait dune continu epic journey music sound design dune truli except score compos han zimmer hauntingli beauti perfectli complement film visual sound effect rumbl sandworm crackl energi weapon incred immers add overal atmospher film togeth music sound design creat sen awe wonder draw viewer world dune keep end cinematographi dune equal impress film fill stun shot desert landscap sweep vista intim close up use light shadow particularli strike creat sen depth textur add film visual appeal cinematographi dune truli work art clear great deal care attent went craft everi shot stori dune thrill ride start finish film follow journey paul atreid young nobleman becom embroil struggl power desert planet arraki paul learn har newfound abil navig treacher polit landscap must also confront mysteri deadli sandworm inhabit planet stori fill twist turn imposs predict happen next film pace perfect keep viewer engag edg seat start finish overal dune cinemat masterpiec excel everi aspect music sound design creat immers atmospher draw viewer world film cinematographi captur beauti grandeur desert landscap stori thrill unpredict keep audienc edg seat start finish wait see happen next dune,positive
doc_0276,regret watch dune part two usual write review imposs say amaz film even sci fi fan watch masterpiec huge effort director whole team invent decor costum amaz work actor make film unforgett think second part even better first one contribut mostli austin butler also music written han zimmer make audienc feel deep emot uniqu continu listen song watch movi definit one favourit film,positive
doc_0277,think watch film regular theatr tv must differ experi watch imax fact ever seen dune part imax realli judg movi format howev crush sen scale import feel get previou entri realli imagin effect watch phone someth see largest loudest screen find way let get film proper nearli hour long could easili sat chair doubl time still bore second instal dune miracl sever way miracl special effect set costum design storytel manag make famous unwieldi stori perfectli easi par miracl pace second boredom low point movi epic true sen term spend half time crush scale half lost detail movi manag tell complex polit tale surprisingli small amount dialogu exposit film also make sever smart chang book realli want see pay third movi one end cliffhang term act everyon pretti good addit austin butler psychot feyd rautha harkonnen real standout florenc pugh promis limit role anyth like book greatli extend third movi real masterpiec,positive
doc_0278,breath take inspir taken away full blast everyth power flabbergast delici hour movi love go theater move taken away poor tear got chill smile felt hour spent fast long dune cast scenario everyth natur flawless rare write review also recommend watch part go next chapter great adapt book go see movi plea eventu went grand rex infinit pari love morn,positive
doc_0279,lifetim event great movi think watch cinema second time act realli great also progress charact never think movi long time pas feel never long also breathtak thrill moment effect marvel costum fit perfectli say el wait long time see movi like last month mayb year watch less movi much see feel like trash want film like one hi cinema watch regret,positive
doc_0280,everi time charact open mouth cring film revisionist claptrap herbert origin gone chani book love paul prophet religi natur chani socialist revolutionari believ power stilgar religi lunat paul worst opportunist snake use prophet qualiti enact plan reveng would make count mont cristo crawl back prison cell shame rethink life howev film gorgeou everi scene drip beauti take dune outsid polit nonsens insid bother rememb streamabl access paus button,neutral
doc_0281,best mouvi ever seen wonder act produc perfect everi way thank masterpiec way action drive way live thru eye everi charact way feel emot rage love truli uniqu sure everi film enthusiast must see dune ii realli love deni villeneuv movi one best till know readi happi opportun see cinema mouvi like witch transcend imag imot music perfect sound impress everi way end leav cinema full energi think import,positive
doc_0282,dune part two ingredi great yet fall tragic short devout fan frank herbert epic saga approach sequel high hope met profound disappoint glare flaw lie butcher storytel intric plot herbert masterpiec treat careless disregard result rush disjoint narr instead delv depth complex sourc materi film meander superflu scene add littl overarch stori dune adapt succeed faith nuanc storytel scene serv purpos advanc plot deepen understand charact motiv pace deliber allow viewer immers fulli rich tapestri herbert univers contrast dune part two feel like seri miss opportun import plot point gloss omit entir leav viewer bewild unsatisfi charact lack depth develop reduc mere caricatur literari counterpart visual undoubtedli stun perform commend cannot compens film fundament narr shortcom dune part two prime exampl style substanc hollow shell could truli remark cinemat experi conclus dune part two fail spectacularli captur essenc herbert masterpiec rush plot inclus unnecessari scene detract overal experi leav audienc long depth nuanc origin adapt,neutral
doc_0283,dave bautista told way watch dune part two imax assum market gimmick boy wrong depth sound design sheer silenc astronom collis fookin brilliant han zimmer bravo deni villeneuv matur film make display opul scale like previou gem sicaro arriv blade runner prepar movi frame sculpt like art de silver screen especi colosseum fight black sun final duel pay tribut origin version shiver spine woof babi bar ryt timoth e chalamet chose right film protagonist set mileston hollywood greig fraser chose ryt director bring grandios vision life,neutral
doc_0284,argentina australia austria brazil bulgaria c tv rate canada pg alberta british columbia ontario canada pg ontario canada g qu bec conseil aux jeun enfant chile colombia denmark finland k franc tou public avec avertiss germani w hong kong iia ireland israel itali japan g lithuania n luxembourg malaysia p mexico b netherland new zealand norway cinema rate philippin pg portug singapor pg south korea spain icaa sweden switzerland taiwan turkey unit kingdom unit state pg certif ukrain vietnam,neutral
doc_0285,expect religi experi guess sort thing happen book near dear regardless chang made book quit justic sure could knit pick issu might made sometim feel rever dedic artist craft faith adapt classic stori time aliv faith cinema restor complet zendaya chani though impact narr much frame themat structur better book forc presenc voic silenc chalamet effortlessli maneuv quiet reserv child privileg craze messiah will abl destori anyth path javier bardem bring deep rever teacher philosoph comic relief element seemlessli know stop cast leav whole cast wall wall bullet proof absolut feast sen definit see imax could go day two thumb tear blue within blue eye thank deni made part one look like finger paint,neutral
doc_0286,contrast marvel star war take complet serious humor allow intens build let world build immers similar way batman movi like batman dark knight nice experi gave ask movi unreason fast pace similar infin war full action much way day day scene hr see way around movi chosen one motif seem well suit cinema sinc allow tell big stori follow one man definit disconnect realiti,neutral
doc_0287,instant goosebump run bodi time count absolut thrill watch everyth care execut music visual pure magic beauti watch dynam power belief environ make backdrop plot captiv movi magic complet lost track time thu fear movi would suddenli end could get enough movi everyth need perfect adapt probabl becom one time favorit,positive
doc_0288,watch first day honestli expect movi would great god wrong beyond great movi liter masterpiec went theater expect movi love everyth movi wish could watch first time guy watch yet privileg watch theater best theater experi decad watch k dolbi atmo atleast watch theater good sound audio qualiti movi goosebump fest,positive
doc_0289,ye good great absolut love first film wait second landscap cinematographi costum incred feel like tri hard script cheesi time feel connect charact go chani paul relationship seem believ appear build much comedi peopl laugh cinema went didnt go watch comedi appar funni bit shoukd left mayb much cram second part,positive
doc_0290,yeap done second part leav liter flabbergast gloriou action strong perform stori mean absolut everyth perfect thing big fan david lynch origin dune basic realli think would like new one say wrong new version impress hell wait continu hope tgat brilliant first two part good sometim get proof cinematographi dead yet even though sometim fell,positive
doc_0291,dune part two fail captur attent first part fail stori despit grand visual impress simpli kind narr engag univers complex full polit mytholog symbol end creat distanc interest recogn film technic merit cinematographi incred soundtrack power cast deliv good perform even feel emot connect plot one case film might excel mani reson end left feel dune saga made specif audienc part okay stori need win u visual stun narr never captiv,positive
doc_0292,worst movi watch long time someon never saw previou film read novel watch one would understand thing logic explan event like paul sister appear sudden explan movi itsef slow bore main actor look like whiney teen aristocrat instead strong young man even physic look like someon stand real fight lead whole nation novel paul atreid extrem disciplin confid everi thing action word deliber precis control make super human kwisatz haderaca spice awaken abil transform someon el total wast money time,negative
doc_0293,dune increbdil film amaz visual shock good movi turn first dune movi got confus storylin bit complic watch movi second time fell love deni villenuev brought amaz movi life unbeliev visual charact draw spell get enough would want watch new charact good choosen bring new depth movi huge fan director hope see kind movi,positive
doc_0294,vijay sir preboard retest viva farewel upcom board exam stress need said keep go abhi rukn ka time nai vijay sir tomorrow batch batch topic first minut collater secur v practic sampl paper sheet vijay sir v sheet solv miss session vijay sir student seriou complet v sheet plea write paper home time limit minut mark vijay sir student receiv hall ticket give xerox copi atleast dm imag vijay sir english session tomorrow class open practic keep th cbse session lot park issu wish come practic plea come without vehicl avoid park common park till construct work go vijay sir give entro exam time pm pm vijay sir good morn wont session till english exam revis ratio cashflow later current plea focu english practic v v vijay sir class doubt still mani student doubt fundament death share cap forfeitur plea clear concept till th th complet focu english vijay sir plea tri finish ead paper account atleast part contain v v,neutral
doc_0295,deni villenuev earn respect geniu word simpli cannot describ good dune part two everyth score visual act billion time better part one film abl deliver action also religi polit drama excit learn world dune simpli elev due film deni villenuev creat amaz sci fi entri worthi join hall fame sequel simpli one best film past year next entri abl good better look next big saga cinema movi made,positive
doc_0296,love everi minut long coupl scene made tear cool epic ye visual masterpiec also much heart charact love laugh thought would javier bardem biggest reason think slow point kept go build toward end pack action scene find urself hold ur breath one neg thing say dune part cant wait year next one come,neutral
doc_0297,incred achiev film complet blown away cinematographi act write music get top year legendari film histori movi coupl problem movi took charact alia leto book alia kill baron leto brutal murder sardukar adapt problem thought complet perfect watch youtub review subscrib filmratti full review beyond brillianc dune part two cinemat triumph review dune part two spoiler free review spoiler wonder dune part two unravel,neutral
doc_0298,read first dune book year ago pretti big dune dork back day interest wane life got way say pov somewher mega dune fan gener audienc know anyth book zoom forward though excit part blown away though must admit enjoy part time watch went part curiou excit gosh surpris much enjoy run littl late showtim get chanc use restroom kept wait slow bore scene sneak scene never came everi moment felt import scene held attent complet decid discomfort need void worth miss beat guess rather silli tell use restroom learn mistak dune part mesmer beauti heartbreak realli long time sinc viscer reaction movi kept think movi back even though long end actual sad want although least could final pee,neutral
doc_0299,saw new movi dune part two speechless amaz full creativ unforgett action sensat footag constantli prais stori everyth dune univers mean shock scene dramat scene romant scene also full scene full action carnag explos someth wait long perfect expect imax sound good explos need bass creat shock earthquak give incred pleasur must see declar best film think upcom movi better wait oscar win possibl,positive
doc_0300,watch dune part two increasingli sink feel oh done chang thing adapt book expect differ medium need differ approach chang need make sen thing think core dune miss part two new thing ad work well list anyth due spoiler mayb blog week mayb certainli look great rate charact stori see prepar know book might get sink feel second view pre book go disappoint,neutral
doc_0301,review paint vivid pictur movi entertain also push boundari storytel filmmak emphasi cast suggest actor truli inhabit role bring depth authent charact addit mention massiv charact arc indic rich dynam narr keep viewer engag start finish prais creativ uniqu camera angl suggest visual stun experi immers audienc world film overal review convey sen awe admir movi set new standard cinemat excel,neutral
doc_0302,like prequel movi technic masterpiec stun cinematographi soundscap extrem well compos spade technic front sever lack front unlik prequel movi take sever departur book entir sure seem downright uncharacterist exampl chani disbelief propheci get persuas fremen key stori way highlight love paul believ support time directli disrespect seem irrat gener charact felt shallow engag whatsoev think timothe chalamet well cast paul act overal decent somehow someth miss term charact depth develop think come pace movi exampl paul need learn ride worm one scene stilgar tell requir lot master next scene liter paul ride biggest worm ever seen storytel also complet fail convey complex polit system role spice player tri take advantag end grand attempt translat classic book ultim fall short charact depth develop overal storytel said still much averag hollywood action flick,positive
doc_0303,mcdune diet edit episod hollywood dollar empir strike back creativ origin intellig play heavi safe even tri anyth lest god forbid hesit go elsewher bold peculiar imagin complex dune deserv becom dune alway mainstream simpli weird grit anymor dune becam cool correct relat got new logo silver foil everyth complex controversi cut everyth weird tone everyth surreal turn realist everyth absurd ordinari whole thing averag run ai market analyz today averag squeamish viewer enjoy effortlessli still manag good mood unburden thought stop h new yorker star trek star war milk scab mass need new franchis get marvel comic receiv treatment dune cautiou collectivist standard hollywood embark unscrupul unapologet non correct altern subject triumph individu like dprk decid make orwel peopl even asham claim dune childhood idol profit scrupl speak hint lynch dune consid three time much space feel like deliv three time much chanc consid option actual got end almost make cri mind dune fourth attempt screen iter liter observ version becam simpler dumber final click mass first dune like better get fact actual like mainstream hollywood dune dune alway weird made sixti ever dune mainstream unhing trippi revolutionari domin conform consumer make mid budget anim seri would reliev creator market pressur allow go deeper would dabbl psychedelia eccentr make dune dune would paid homag lynch jodorowski moebiu giger foss entir dune deserv anoth boilerpl self absorb blockbust dozen everi year adapt dune brought noth tabl except dollar,positive
doc_0304,felt like watch cinemat histori play eye absolut masterpiec name singl movi shaken deepli felt like want part world even first watch avatar theater go compar two visual cultur depth movi better plot develop leagu ahead act christian parallel particular struck profoundli christian scene actual cri sad sheer awe especi paul truli assum full power tingl everywher wow even coher right long live cinema,neutral
doc_0305,alreadi love see first part imax second opu villeneuv complet amaz film even grandios first actor music visual power ever memor thrill hour blend religion polit romanc villeneuv script take right amount time action scene convey complex frank herbert univers left cinema breathless seen complet scienc fiction film long time go cinema soon experi uniqu lucki one go imax,positive
doc_0306,dune part two one greatest creation triumph histori cinema world build world along charact make wanna snort pile full spice straight sand dune arraki fight alongsid paul atreid entir time immers stori visual music unmatch gener defin film inde discus sequel could well stand contrast empir strike back dark knight two tower even surpass case owe deni great debt masterpiec keep expect high sky deni blow mind either way show even sky limit one prepar long live cinema,positive
doc_0307,appreci everyon entitl opinion mine anyon give less solid need evalu person either imagin gener neg human film everyth modern day great easili best cinemat experi ever compar film like dark knight trilog origin star war film nearli three hour long film basic nobodi got go toilet break entir time felt total present grip listen anyon leav poor review go watch film see magic,neutral
doc_0308,dune master continu epic saga set captiv sci fi univers build upon rich lore establish predecessor film immers viewer world polit intrigu fantast landscap profound charact develop director deni villeneuv visionari approach bring frank herbert icon novel life unparallel brillianc sweep desert vista intric detail variou faction everi frame testament meticul craftsmanship perform noth short stellar actor fulli embodi respect role timoth e chalamet portray paul atreid exud vulner strength anchor narr compel presenc support cast member includ zendaya oscar isaac rebecca ferguson deliv equal captiv perform ad depth ensembl visual effect breathtak seamlessli blend practic cgi element creat visual stun world feel authent otherworldli han zimmer haunt score elev cinemat experi imbu scene emot reson linger long credit roll truli set dune apart howev themat depth beneath spectacl lie poignant explor power destini human condit stori unfold pose thought provok question natur leadership consequ choic interconnected life conclus dune triumph everi level surpass predecessor scope ambit execut deliv film intellectu stimul visual captiv true masterpiec modern cinema deserv highest prais,positive
doc_0309,quit liter one kind movi came expect great still exceed preconcept villeneuv manag keep stori set sound soul consist throughout otherworldli space opera beyond simpli happi final get share great apart fact toward end scene feelt bit rush death rabban arriv defeat emperor crack impenetr armour dune could keep go word simpli believ tell need see film,neutral
doc_0310,much hype hurt even best movi bunch fanboy fall drool ground see larg scale cg battl scifi movi care plot charact develop see pew pew get go good movi owe strength incred predecessor second instal lost sound design strong undercurr charact buildup pace got viewer made live movi villeneuv spent hour dune part build entir univers dazzl believ suddenli rush whole part obvious pave way new set sequel hectic feel flow plot villeneuv act eager get end great show sen pride creation charact develop lost allow young atreid matur littl discov quickli turn stilgar almost comic caricatur fanat tri enrich univers new player wast good old one unnecessarili visual design beauti behold ever may somewhat gotten familiar impact less still sound one strongest aspect part somehow feel sacrif make room dialogu think great loss conclus rant standard good movi worthi glow score howev compar could unfortun fall short definit deserv,positive
doc_0311,perfect crescendo denni villanueva direct career raw realism combat sicario beauti immens alien vessel arriv exot stun world blade runner lack depth lore regard storytel along incred sound design film lack origin lightsab clash dune enter room brilliantli craft ornithopt intric crackl shield rattlesnak rumbl incom sand worm asid cast perfectli select nolan batman trilog make everi charact introduct pleasant surpris nod appreci choos someon well suit person imagin would look act next layer storytel depth plot realli take movi realm top top cement villanueva mount rushmor trilog director second mayb christoph nolan throw lisan al gaib whisper chat arraki dmt full fledg passion christ meet qui gon gin look anakin first time honestli anoth level,positive
doc_0312,opinion new dune remak heartless piec cgi visual costum soundtrack everyth visual appeal wrong place wrong time make movi especi everyth happen middl east act bland movi heart behind visual appeal get anyth film noth stick truli believ nd movi buff anim degre film die year made like marvel film fun entertain see theater hype week trend die everyon forget never speak till next one come david lynch dune better memor art heart,neutral
doc_0313,feel like take crazi pill miss dose cannot comprehend high prais sequel ador part introduc trippi sci fi grandeur far flung potenti futur part spectacl yell repetit get chosen one mar poor edit genuin shock start film giedi prime battl sequenc begin would pull u weird scifi world made clear horrif villain would huge threat paul ambit instead got slow pace intro return dead bodi dull lacklust pace ye lot cover narr swing much happen sudden lull weird build climax kind happen nowher bang done lead timothe fall short charisma genuin tri seem miscast romanc feel total unconvinc almost bad romanc attack clone villain despit cool appear lack depth ye psychot need constantli look beneath furrow hairless brow show u scari threaten mayb need watch disappoint sure realli know miss someth everyon expect good film water forget good movi get skin wherea one bare made scratch,negative
doc_0314,movi quit possibl best sci fi film ever made cinematographi score chapter stori unfold satisfi adapt sourc materi obvious choic deni director grieg cinematograph made intellig world build spectacular fight action pack emot weight certain scene palpabl actor play roll flawlessli stand perform timothi chalemet austin butler javier bardem zendaya think anyth could done make film enjoy except perhap add anoth hour question,neutral
doc_0315,watch mani movi movi best one ever seen everyth beauti cinematographi special effect act stori develop everyth cool could see charact drastic chang throughout movi especi paul specif ladi jessica differ end movi big watch recommend enough way go fantast movi realli think go win lot award prais enough truli best film seen truli masterpiec,positive
doc_0316,film year saw twice cinema may see third amaz act music phenomen gave incred gladiat vibe soundtrack repeat home scene could deem slow act well beauti cinemat imageri flow well felt like hour movi could stay without give anyth away worm scene goo bump worthi throughout mani moment could favourit husband talk day absolut masterpiec realli hope timothe chalamet win oscar one realli deserv,positive
doc_0317,film pick seamlessli first part left paul atreid embrac destini messian figur known muad dib paul navig arraki face new challeng discov togeth enigmat fremen warrior chani whose relationship paul deepen amidst turmoil revolut visual stun meticul craft transporrt desol yet enchant world arraki cinematographi captur grandeur desert planet also highlight harsh beauti addit visual narr prowess dune part two also explor theme power religion ident thought provok depth paul grappl newfound statu religi figurehead weight destini movi rais compel question natur leadership consequ power overal master continu deni villeneuv ambiti adapt deliv spectacl substanc emot reson equal measur stun visual compel perform rich themat depth alway must watch,positive
doc_0318,return big cinema passion scream heighten possibl big scale filmmak dune part two master film abil captur imagin sci fi alien encount inhuman human forc accept human time charact studi human race fault power task audienc quiet car ride introspect question religi fanatic corrupt mankind human condit control reveng mean far one pursu end hope belief turn blind faith inspir good evil someth el entir film deni villeneuv easili place covet convers greatest sci fi director time craft world ooz mytholog philosophi sprinkl excel action set piec extrem time timeless commentari man visual feast enjoy someth leav challeng someth rare experienc nowaday,positive
doc_0319,despit long run time edg seat film action drama charact develop even romanc incred see largest screen possibl maxim view experi timothe chalamet perfect paul hard believ sweet boy first dune abl transform muad dib complet zendaya fierc chani austin butler chew sceneri feyd rautha wait see eagerli await new film messiah first guess better read,positive
doc_0320,brilliant cinema experi everi bit good dune part incred visual outstand sound design creat immers frighteningli real world sci fi rare look sound better howev term stori movi somehow felt long yet condens rush time scene seem move one next stori need move driven charact emot relationship felt underdevelop stori progress time felt incohes like someon accident press skip next chapter button feel like miss someth good movi visual acoust perfect stori pace issu fall short total perfect,positive
doc_0321,dune part two stand remark cinemat achiev secur flawless rate seamlessli translat essenc sourc materi echo intric narr book pay heartfelt homag icon dune rt game film unfold meticul craft scene contribut immers sci fi experi transcend expect grandeur desert landscap nuanc perform dune part two solidifi place master continu captiv audienc art storytel visual brillianc,neutral
doc_0322,like overal pace thing much better first part compar pretti well watch first part night second part first half fill dialogu second half rush iron think movi work much better small screen imax saw much dialogu actual much visual impress scene would work better imax feel like use time less import place sardukan suddenli poor cannon fodder instead empir finest fighter paul savvi mate take suddenli harvest gadget suddenli happen noth explain via move pictur anyth like organ strike harkonen happen weapon differ varieti thing happen suddenli convent paul walk differ place without virtual kind resist drama convey line meaning viewer first part realli show view harkonen like dynam harkonen baron rabban first movi even though gave littl time side stori first part give even less time movi expect least someth realli stand product scale noth realli stand write actor perform music noth movi kind nice see thing develop first part pretti much movi,neutral
doc_0323,far ago cinemat experi someth special magic want magic creat artist front behind camera eye one artist code voic choir pictur maker varieti trick sleev movi today special mainstream film appli one code one voic one trick capitalist one except aris time time sorri villeneuv dune one herbert work deserv mr villeneuv mr spaiht pervert one one achiev establish fantast saga excruci sacrific name artifici creat mainstream acclaim money cours villeneuv direct arriv well craft scienc fiction movi big money say sake profit sure sad happen seen mani time alreadi anoth exampl come mind last avatar pastich disappoint devoid soul last fiasco nail came differ gener time almost forgotten go cinema hall implicitli meant brain gymnast today spoonfeed audienc anxiou last bombast digit effect cope someth complic pas screen game consol villeneuv spaiht perpetr read interview mr villeneuv dune part open citi like mesian figur explain ok frank herbert book ala mr herbert need creat messiah first order demolish later figur disgrac film director eager destroy right start neat job sure interview villeneuv also said dialogu theater tv film someth one ascertain without doubt see movi adolesc romant drama base pouti face chani engulf screen like cheap tv soap opera insecur fragil paul atreid chalamet shout mama cri lost love way paul atreid train sinc child art war self defens govern multitud scienc forget prana bindu physic mental control bene gesserit way pas gom jabbar fli colour best posit candid kwisatz haderach portray foul pervers film like crybabi nerv space guild absent mentat human comput everi hous one utterli omit film butlerian jihad never explain bene gesserit quest superhuman merit line corrino rest hous bene tleilax interrel galact power much materi sever essenc conflict elimin anyon understand import spice dune univers use even hint spice must flow know navig use spice expand mind fold space travel interstellar distanc without move basi empir control galaxi plot devic tie togeth reason control spice control empir furthermor navig guild float atmospher made spice ga need spice surviv drink water life addit contact spice reason paul muab dib becom kwisatz haderach male bene gesserit access memori male femal ancestor well capac bridg space time prescient abil wonder epic sci fi marvel plot much goe trash bin without remors crippl mean saga way laughabl see made princip charact order appeal target audienc name one irrit go chani lyet kine daughter new littl detail overlook destroy origin tale mani other import one imperi ecologist daughter chani know first hand struggl arraki moment start strong femal charact frank herbert endow dune femal charact determin power self confid far ahead time see right portray render film chani except love feel paul unbreak paul respons condit whatsoev cun warrior follow arrakean tradit great amount wisdom wit everi step paul take becom one understand perfectli polit movement explain marriag paul irulan know perfectli well paul vision exactli father arraki believ propheci villeneuv travesti portray atheist faith lover believ one abandon end movi paul gonna marri irulan last straw chani jealou ad insult injuri betray fundament role emperor concubin describ novel altern univers chani gonna babi man despis utterli see last minut absenc hurt much alia knife water life creat jessica womb call ultim bene gesserit alia atreid one inflict atrteid gom jabbar grandfath vladimir harkonnen kill make float worm open mouth littl creepi charm abomin use voic overwhelm reverend mother gaiu helen mohiam sore miss still unborn disast adapt cinema master choos poorli novel alia year old fact take place seem suitabl paul get kill also shout reverend mother cap minut later scene feyd stab paul irrit fight scene never play drunk quarrel appeal skinni wound guy perfor lung pant dramat sole purpos stay aliv slay feyd rautha harkonnen muscular na baron hundr knife fight train hour piti attempt rais fals stake hideou way even poison blade feyd whip reason paul defeat first novel omit well let forget feyd never stab paul el said add suspect one odd event catastroph rewrit rd movi follow pattern cosmet empower adolesc banal la mode show cinemat master transform chani real hero saga reason leav believ futur disast artifici divis invent filmmak arraki north inhabit mostli non believ south one fundamentalist perfect scenario civil war chani lead northern civil faction paul muab dib southern follow time tell let ask disast movi kind denouement expect return grace three half year see extent harm piti,positive
doc_0324,deni villeneuv dune part noth short magnific triumph world cinema sequel alreadi amaz first instal villeneuv prove directori prowess deliv film surpass predecessor everi aspect first foremost grand applaus must given villeneuv master direct moment film feel slow place everi scene meticul craft draw audienc deeper rich expans univers dune villeneuv attent detail evid everi frame make true cinemat experi demand seen biggest screen han zimmer except soundtrack deserv special mention add anoth layer depth emot film zimmer abil craft soundscap evok feel enhanc narr unparallel dune part showcas talent top notch composit reson throughout entir movi cast deliv standout perform actor bring charact life way feel authent captiv stoic paul atreid portray timoth e chalamet fierc ladi jessica play rebecca ferguson ensembl cast shine respect role one cannot overlook breathtak cinematographi transport viewer vast mystic world arraki everi shot work art captur sweep landscap intric detail dune univers watch dune part movi watch experi journey feel evok film sen wonder awe linger long credit roll akin go retreat island pure relax everi moment fill sen freedom immers world unlik credit roll anticip third instal palpabl wait may pain promis dune propheci tv seri someth look forward bar set high dune part one imagin height villeneuv team reach next chapter epic saga conclus dune part cinemat masterpiec deserv prais receiv testament true art cinema must watch anyon appreci magic storytel silver screen rate star,positive
doc_0325,movi perfect everi level cinemat experi best watch theater must watch movi cinematographi product design breathtak showcas harsh beauti arraki world incred detail perform timoth e chalamet zendaya austin butler best perform director villeneuv confid handl complex polit philosoph theme frank herbert novel still long film improv pace make engag propuls experi first dune part two offer satisfi payoff setup part one rais stake deliv thrill emot reson stori,positive
doc_0326,dune part cinema pure unbridl cinema combin blockbust level polish action thought provok time theme sci fi movi past decad write thought engag act everyon absolut superb standout javier bardem timothe chalamet music stun sound design even giant sand monster never felt menac explos action scene never raw cgi exquisit never alien world present feel artifici best part though cinematographi almost everi singl shot could wallpap poster paint age big budget movi flounder tire franchis putter dune bring crowd plea epic movi back wait next chapter long live fighter,positive
doc_0327,part one best movi past year afraid part two keep excit also afraid disappoint see part two tell whether part two even better part one truli equal masterpiec visual overwhelm time even outstand scene black white sound captiv han zimmer get blood flow give scene almost complet silenc special mean storybuild also remark realli see charact develop also increas tension movi epitom filmmak almost hour still want end scene gave goosebump wait see next chapter,positive
doc_0328,dune part liter masterpiec everyon gave perform lifetim action grand epic hand hand combat fast pace cinematographi vfx best seen write storytel finest score sound effect beauti loud movi super immers stand timothe zendaya austin butler pace perfect super immers movi lost sen time watch imax theatr littl bit comedi first half quot rememb decad cinema babi definit top fav movi ever watch,positive
doc_0329,dune part two master continu epic saga seamlessli blend spectacl profound storytel deni villeneuv direct remain impecc captur essenc frank herbert univers timoth e chalamet portray paul atreid deepen navig complex skill visual astound match han zimmer evoc score grip sequel elev sci fi genr person wait three year part three could favorit movi ever one thing absolut sure dune part two better movi empir strike back,neutral
doc_0330,back follow experi dune deni villanuev back sequel like first one perfectli craft piec sci fi filmmak howev unlik first dune dune total snoozer thing actual happen screen time around shot music sound design top notch still find baffl movi super ultim target audienc weird sci fi stuff love deni villanuev work even whiz bang take place dune still found yawn time keep track charact name basic understand mesmeris timothe chalamet zendaya act seem kind wooden also th th time push super close zendaya weird face linger seem like hour end began grow weari know think must problem everyon el world seem love movi must sort freak miscreant amp version first dune battl action sand death,neutral
doc_0331,love someth special cinemat experi bring back nostalgia earli best movi came time anticip built month year major film releas particularli enjoy similar like back day genuin excit await movi releas kind excit mark calendar plan movi night friend famili hard work man find joy simpl pleasur becom rare enjoy trilog fan like old day find world vast stori compel moment outsid world fade away make feel young reignit sen wonder endless possibl back movi brilliant execut vision love incorpor islam propheci testament film commit entertain educ believ movi fiction entertain futur,positive
doc_0332,visual auditori spectacl brilliant dune journey self realiz central core dune around sleeper must awaken dialogu captur part david lynch movi captur essenc would urg everyon watch david lynch version also scene anticlimat certain charact downpour someth seen part one scene elong way much scene requir context cut short dune book seri epic epic need nurtur charact even movi nurtur central charact essenc charact miss,neutral
doc_0333,one film overr whole star peopl get fall asleep blame rather film inclin follow herd emperor case problem emperor cloth cultur phenomenon wherebi someth seem pretenc intellig half popul scare call dumb bunch nonsens art hous type scene thrown togeth without particular order purpos could decent cgi thank abund sand realli littl screen one time realli noth el noth work,negative
doc_0334,dune part noth short spectacular cinemat experi score anoth level han zimmer take alreadi know make even impact experi big screen sound complet overflow captiv cast simpli perfect unforgett perform rebecca ferguson javier bardem timothe chalamet huge fan book say made justic fantast adapt frank herbert world whatev chang good job make sen thing work screen know spoiler though go see film like come rare,positive
doc_0335,grate chanc see one favorit book seri come life astonish way whole length movi eye tear urg get chair get involv stori visual soundtrack kept dreamlik state almost whole movi cast perfect charact realli believ special mention stilgar feyd rautha think deserv big reward great perform even read book movi take place never dare take amaz ride go see thank later,positive
